Q_ID,CL_ID,CL_GENDER,CL_CHILDREN,CL_M_INCOME,DES_CRED_VAL,CL_EDU,CL_HOUSE_SIT,CL_OCCUPATION,Q_DATE,CR_RET_DATE,E_ASSIST,RISK_CALC,CR_DECISION
435,02250151529,F,4,6363.35,5461.15,Incomplete higher education,Owned house,Laborer,2022-04-13,2024-02-02,0,7.88,Rejected
436,94112548655,M,1,13736.18,27552.14,Incomplete higher education,Rented apartment,Laborer,2022-04-13,2023-07-07,10,3.98,Accepted
437,94112976123,M,2,14786.98,14148.16,Higher education,Owned house,Manager,2022-04-13,2024-02-02,0,4.12,Accepted
438,62081600060,M,3,5260.75,8193.35,Incomplete higher education,Rented apartment,Self-employed,2022-04-13,2023-11-04,3,3.5,Accepted
439,69061054617,F,4,6565.74,6449.41,Higher education,Owned house,Manager,2022-04-13,2022-12-09,1,4.36,Accepted
440,89061397766,F,0,14642.74,23537.96,Secondary,Living with parents,Self-employed,2022-04-13,2023-01-08,9,4.77,Accepted
441,03241917061,F,1,8254.48,9139.07,Incomplete higher education,Rented apartment,Self-employed,2022-04-13,2023-08-06,0,5.99,Accepted
442,68041437034,F,3,4607.23,1373.32,Incomplete higher education,Rented apartment,Manager,2022-04-13,2023-02-07,4,6.02,Rejected
443,54052861607,F,0,14185.77,25885.76,Secondary,Rented apartment,Self-employed,2022-04-13,2022-10-10,5,5.78,Accepted
444,69110966434,F,1,11292.63,20908.48,Higher education,Owned house,Manager,2022-04-20,2022-12-16,10,4.04,Accepted
445,65081376645,F,0,12486.9,12938.55,Secondary,Rented apartment,Manager,2022-04-20,2023-05-15,6,4.22,Accepted
446,83120412747,F,2,13422.04,17069.39,Incomplete higher education,Owned house,Self-employed,2022-04-20,2023-01-15,1,5.78,Accepted
447,84092523205,F,0,7076.06,2165.4,Incomplete higher education,Rented apartment,Laborer,2022-04-20,2024-04-09,7,4.72,Accepted
448,70060358225,F,1,13778.95,18034.38,Higher education,Rented apartment,Manager,2022-04-20,2022-10-17,0,4.2,Accepted
449,50011817748,F,3,2466.5,7488.31,Incomplete higher education,Owned house,Laborer,2022-04-20,2023-03-16,12,6.64,Rejected
450,79032687228,F,1,8567.67,13013.07,Incomplete higher education,Rented apartment,Self-employed,2022-04-20,2024-01-10,8,5.61,Accepted
451,00300515077,F,4,13508.46,29682.65,Secondary,Living with parents,Manager,2022-04-20,2023-07-14,0,7.08,Rejected
452,55010441008,F,0,11961.41,21112.16,Higher education,Rented apartment,Laborer,2022-04-20,2023-04-15,1,2.8,Accepted
453,52122297724,F,4,12216.38,16722.53,Higher education,Owned house,Manager,2022-04-20,2022-10-17,2,4.83,Accepted
454,87031573094,M,0,13177.07,7297.09,Secondary,Living with parents,Laborer,2022-04-20,2024-04-09,2,4.03,Accepted
455,54082230607,M,4,10418.75,17316.06,Secondary,Rented apartment,Self-employed,2022-04-20,2023-07-14,11,4.69,Accepted
456,06272456209,M,3,9931.35,13247.42,Incomplete higher education,Owned house,Manager,2022-04-20,2023-07-14,0,6.14,Rejected
457,02250151529,M,0,14541.1,6446.47,Secondary,Living with parents,Manager,2022-04-27,2023-05-22,5,3.73,Accepted
458,00300710157,M,3,9715.6,22873.43,Secondary,Owned house,Laborer,2022-04-27,2023-07-21,0,5.84,Accepted
459,84092523205,F,3,12509.02,9751.26,Incomplete higher education,Rented apartment,Self-employed,2022-04-27,2022-10-24,12,6.1,Rejected
460,85051410165,F,2,11895.88,18943.28,Secondary,Rented apartment,Laborer,2022-04-27,2024-04-16,0,6.1,Rejected
461,52021290757,M,4,3013.61,14826.43,Higher education,Owned house,Manager,2022-04-27,2023-04-22,13,3.17,Accepted
462,50011817748,M,2,11959.53,3144.61,Secondary,Owned house,Self-employed,2022-04-27,2023-12-18,6,3.11,Accepted
463,94112976123,F,1,9023.03,7365.04,Incomplete higher education,Rented apartment,Manager,2022-04-27,2023-05-22,1,6.39,Rejected
464,65032060200,F,2,6980.67,13176.74,Incomplete higher education,Owned house,Self-employed,2022-04-27,2023-04-22,0,5.3,Accepted
465,55031413955,F,2,12054.65,8352.25,Higher education,Living with parents,Laborer,2022-04-27,2023-11-18,3,4.98,Accepted
466,87052010339,M,3,3999.35,25418.81,Secondary,Rented apartment,Laborer,2022-04-27,2023-08-20,1,4.08,Accepted
467,81090930862,F,3,14879.18,17669.19,Higher education,Living with parents,Self-employed,2022-04-27,2023-12-18,8,4.25,Accepted
468,77010702059,F,4,9816.25,23307.71,Higher education,Living with parents,Manager,2022-04-27,2022-12-23,10,4.03,Accepted
469,72082657106,F,4,5383.09,29679.49,Higher education,Rented apartment,Laborer,2022-04-27,2024-03-17,15,4.02,Accepted
470,53062707551,M,0,11201.92,9763.65,Secondary,Owned house,Laborer,2022-04-27,2023-09-19,15,4.13,Accepted
471,94112548655,F,2,13561.05,25360.18,Incomplete higher education,Owned house,Laborer,2022-05-04,2023-03-30,8,5.95,Accepted
472,81100645552,M,3,7172.54,5841.53,Incomplete higher education,Rented apartment,Manager,2022-05-04,2024-02-23,3,4.99,Accepted
473,62050795086,F,3,12460.98,27942.72,Secondary,Owned house,Manager,2022-05-04,2022-11-30,3,6.01,Rejected
474,77010702059,M,1,6922.62,11318.71,Higher education,Rented apartment,Manager,2022-05-04,2023-09-26,5,2.72,Accepted
475,89061397766,F,1,13332.78,29651.36,Incomplete higher education,Living with parents,Laborer,2022-05-04,2022-10-31,0,6.36,Rejected
476,03241917061,F,1,5079.23,15159.03,Higher education,Owned house,Self-employed,2022-05-04,2022-11-30,0,6.09,Rejected
477,70042595497,M,3,3001.62,2820.81,Secondary,Living with parents,Manager,2022-05-04,2024-02-23,14,4.4,Accepted
478,90060108826,M,1,7699.77,24048.34,Incomplete higher education,Rented apartment,Self-employed,2022-05-04,2024-04-23,4,5.35,Accepted
479,49102430372,M,2,3929.19,20717.34,Incomplete higher education,Owned house,Laborer,2022-05-04,2023-01-29,9,4.92,Accepted
480,98022049148,M,3,7397.74,1344.62,Incomplete higher education,Owned house,Manager,2022-05-04,2024-01-24,9,5.41,Accepted
481,88122040605,F,3,9404.82,11414.8,Incomplete higher education,Living with parents,Laborer,2022-05-04,2024-04-23,0,5.1,Accepted
482,53101123313,F,3,5878.6,4838.23,Higher education,Rented apartment,Laborer,2022-05-04,2022-12-30,3,4.96,Accepted
483,82050916674,F,4,12132.35,22771.25,Higher education,Living with parents,Laborer,2022-05-04,2023-10-26,14,5.29,Accepted
484,73121557098,F,2,7485.6,14258.63,Incomplete higher education,Rented apartment,Manager,2022-05-04,2023-09-26,9,5.3,Accepted
485,06222716742,M,1,11004.62,9926.77,Secondary,Rented apartment,Laborer,2022-05-11,2023-04-06,0,4.87,Accepted
486,06231712601,M,0,4446.04,7281.68,Incomplete higher education,Living with parents,Manager,2022-05-11,2024-03-31,8,4.31,Accepted
487,80092588225,F,3,2381.45,21987.94,Higher education,Living with parents,Self-employed,2022-05-11,2023-09-03,0,5.05,Accepted
488,62050795086,M,4,12854.86,18080.24,Incomplete higher education,Owned house,Laborer,2022-05-11,2023-01-06,6,4.66,Accepted
489,96061401697,M,1,8397.66,11679.76,Secondary,Owned house,Manager,2022-05-11,2023-09-03,0,4.51,Accepted
490,64120916979,M,2,10532.71,11268.3,Secondary,Owned house,Laborer,2022-05-11,2023-08-04,1,3.83,Accepted
491,54082230607,M,4,6769.32,3060.77,Secondary,Rented apartment,Manager,2022-05-11,2022-12-07,12,5.22,Accepted
492,99030385221,F,1,9762.1,16119.69,Higher education,Owned house,Laborer,2022-05-11,2022-12-07,0,4.99,Accepted
493,82050916674,M,3,2168.44,3695.18,Incomplete higher education,Rented apartment,Self-employed,2022-05-11,2024-01-01,3,4.69,Accepted
494,71111368206,F,0,7360.94,9806.39,Higher education,Rented apartment,Manager,2022-05-11,2023-07-05,1,2.68,Accepted
495,06222716742,M,0,12992.18,13409.58,Incomplete higher education,Rented apartment,Self-employed,2022-05-18,2023-12-09,0,4.37,Accepted
496,94112548655,M,2,13164.09,24005.4,Secondary,Rented apartment,Laborer,2022-05-18,2023-01-13,10,4.48,Accepted
497,81100645552,F,4,5471.55,7468.16,Secondary,Rented apartment,Laborer,2022-05-18,2023-03-14,5,6.22,Rejected
498,70070401069,M,4,6427.49,2934.37,Incomplete higher education,Rented apartment,Manager,2022-05-18,2023-01-13,0,4.94,Accepted
499,65032060200,M,2,3906.29,13184.18,Secondary,Living with parents,Laborer,2022-05-18,2024-02-07,0,4.21,Accepted
500,00300515077,F,2,3605.53,2686.39,Secondary,Rented apartment,Laborer,2022-05-18,2022-11-14,0,7.67,Rejected
501,53101123313,M,2,12717.24,27641.13,Secondary,Rented apartment,Laborer,2022-05-18,2023-07-12,3,4.99,Accepted
502,54052861607,M,4,6536.12,16194.29,Incomplete higher education,Owned house,Laborer,2022-05-18,2024-03-08,4,4.74,Accepted
503,52021290757,M,1,10908.76,6951.3,Incomplete higher education,Living with parents,Laborer,2022-05-25,2023-07-19,15,4.3,Accepted
504,50011817748,F,4,9523.78,11770.71,Incomplete higher education,Rented apartment,Laborer,2022-05-25,2023-09-17,10,7.18,Rejected
505,06231712601,M,3,12562.84,12468.0,Incomplete higher education,Rented apartment,Manager,2022-05-25,2023-04-20,0,5.96,Accepted
506,04242129806,F,4,13383.63,6484.61,Higher education,Owned house,Manager,2022-05-25,2023-03-21,7,5.77,Accepted
507,87052010339,F,4,6040.53,24034.58,Incomplete higher education,Owned house,Laborer,2022-05-25,2022-11-21,7,5.41,Accepted
508,52122297724,M,2,2131.14,13479.49,Incomplete higher education,Living with parents,Manager,2022-05-25,2024-03-15,4,5.04,Accepted
509,62061949013,M,3,2195.42,12100.37,Secondary,Rented apartment,Manager,2022-05-25,2024-01-15,5,4.08,Accepted
510,89061397766,F,0,13805.15,19076.34,Secondary,Owned house,Manager,2022-05-25,2023-06-19,1,5.42,Accepted
511,03241917061,M,2,11658.34,15661.07,Secondary,Rented apartment,Laborer,2022-05-25,2023-03-21,15,4.98,Accepted
512,64120916979,M,1,3630.01,22776.83,Secondary,Owned house,Laborer,2022-05-25,2023-08-18,0,3.92,Accepted
513,86082859764,M,4,3532.64,15790.39,Secondary,Rented apartment,Self-employed,2022-05-25,2023-12-16,8,4.84,Accepted
514,06272456209,F,2,10271.81,3767.36,Higher education,Living with parents,Manager,2022-05-25,2023-08-18,14,4.74,Accepted
515,54013129468,M,2,5164.9,6303.33,Secondary,Owned house,Manager,2022-05-25,2022-11-21,8,4.33,Accepted
516,73121557098,F,0,11147.2,4886.43,Incomplete higher education,Living with parents,Laborer,2022-05-25,2024-03-15,8,5.29,Accepted
517,91072147403,F,4,4953.65,11389.67,Secondary,Owned house,Self-employed,2022-06-01,2023-08-25,8,6.78,Rejected
518,70060358225,M,1,7540.36,12998.47,Higher education,Living with parents,Self-employed,2022-06-01,2023-03-28,0,3.51,Accepted
519,50011817748,M,3,6496.96,28013.63,Secondary,Rented apartment,Self-employed,2022-06-01,2024-01-22,1,5.1,Accepted
520,97082451067,F,1,8372.14,24905.9,Secondary,Living with parents,Self-employed,2022-06-01,2022-12-28,0,5.62,Accepted
521,81090930862,F,4,14427.5,13134.27,Incomplete higher education,Rented apartment,Self-employed,2022-06-01,2023-08-25,1,5.5,Accepted
522,62050795086,F,3,12048.34,1221.05,Incomplete higher education,Owned house,Self-employed,2022-06-01,2024-01-22,9,6.08,Rejected
523,71111822291,F,0,4498.47,11568.1,Higher education,Rented apartment,Self-employed,2022-06-01,2023-07-26,12,4.48,Accepted
524,52122297724,M,1,14026.3,24497.76,Secondary,Living with parents,Self-employed,2022-06-01,2023-06-26,15,4.26,Accepted
525,06282377930,M,2,6004.37,13289.4,Secondary,Owned house,Manager,2022-06-01,2024-05-21,0,4.54,Accepted
526,53123184110,M,1,3368.24,3887.22,Secondary,Owned house,Laborer,2022-06-01,2024-01-22,6,3.5,Accepted
527,55010218323,M,0,3260.71,23154.08,Higher education,Owned house,Laborer,2022-06-01,2023-04-27,8,3.32,Accepted
528,57071759664,F,2,7453.24,16942.84,Incomplete higher education,Living with parents,Manager,2022-06-01,2024-01-22,15,6.92,Rejected
529,69110966434,M,2,14334.24,19065.08,Secondary,Living with parents,Self-employed,2022-06-08,2023-10-31,0,3.02,Accepted
530,94112548655,M,0,13559.65,23160.42,Incomplete higher education,Rented apartment,Self-employed,2022-06-08,2024-04-28,12,3.86,Accepted
531,65032060200,F,4,8569.85,25574.85,Incomplete higher education,Owned house,Self-employed,2022-06-08,2023-02-03,0,5.92,Accepted
532,04293056463,F,0,7915.73,2201.59,Incomplete higher education,Living with parents,Laborer,2022-06-08,2023-10-01,0,5.81,Accepted
533,80092588225,F,1,7730.55,1592.5,Incomplete higher education,Living with parents,Laborer,2022-06-08,2024-03-29,0,5.44,Accepted
534,74032012341,F,3,5871.22,25800.97,Secondary,Living with parents,Laborer,2022-06-08,2023-03-05,4,4.75,Accepted
535,03221732711,M,0,3511.02,16424.57,Higher education,Rented apartment,Laborer,2022-06-08,2023-07-03,0,3.47,Accepted
536,75101570341,M,1,6023.28,18248.78,Higher education,Living with parents,Laborer,2022-06-08,2023-12-30,15,2.61,Accepted
537,49102430372,F,2,4208.34,6101.43,Higher education,Rented apartment,Self-employed,2022-06-08,2023-03-05,3,5.12,Accepted
538,55021571643,F,1,5293.5,17350.44,Higher education,Rented apartment,Laborer,2022-06-08,2023-06-03,9,3.83,Accepted
539,66121022262,M,4,6153.16,8501.36,Secondary,Living with parents,Self-employed,2022-06-08,2024-02-28,3,4.61,Accepted
540,62012207192,F,1,4289.06,16480.67,Secondary,Rented apartment,Laborer,2022-06-08,2024-02-28,10,4.55,Accepted
541,00322719561,F,1,4662.33,22235.41,Secondary,Living with parents,Laborer,2022-06-15,2024-01-06,0,6.11,Rejected
542,66090353368,M,4,5229.14,11987.89,Secondary,Owned house,Laborer,2022-06-15,2023-11-07,12,5.33,Accepted
543,78020537581,F,4,6247.44,19512.07,Higher education,Rented apartment,Manager,2022-06-15,2023-02-10,5,4.8,Accepted
544,81090930862,F,1,12631.92,3308.19,Higher education,Rented apartment,Manager,2022-06-15,2023-11-07,0,3.9,Accepted
545,90060108826,F,3,4858.85,29528.45,Higher education,Rented apartment,Manager,2022-06-15,2024-03-06,8,4.5,Accepted
546,67012322384,F,4,7928.29,9208.66,Incomplete higher education,Living with parents,Self-employed,2022-06-15,2024-04-05,4,5.99,Accepted
547,80021334084,F,3,5557.4,7017.52,Incomplete higher education,Owned house,Self-employed,2022-06-15,2024-02-05,6,6.65,Rejected
548,55021571643,F,0,14611.18,18766.0,Secondary,Owned house,Self-employed,2022-06-15,2022-12-12,13,5.52,Accepted
549,62012207192,M,0,12585.92,14105.25,Higher education,Living with parents,Self-employed,2022-06-15,2023-08-09,11,1.37,Accepted
550,53062707551,M,3,11423.74,20714.5,Secondary,Owned house,Manager,2022-06-15,2023-09-08,4,3.7,Accepted
551,98080128551,M,0,8899.77,10430.96,Incomplete higher education,Living with parents,Manager,2022-06-22,2023-04-18,0,5.13,Accepted
552,94112976123,M,0,8919.07,27712.27,Incomplete higher education,Rented apartment,Self-employed,2022-06-22,2024-01-13,6,3.47,Accepted
553,85122904531,F,2,3172.73,18583.4,Incomplete higher education,Rented apartment,Self-employed,2022-06-22,2023-11-14,3,5.4,Accepted
554,74032012341,M,4,11442.12,25981.23,Incomplete higher education,Rented apartment,Self-employed,2022-06-22,2023-04-18,15,5.29,Accepted
555,64120916979,F,0,12011.18,29272.85,Higher education,Owned house,Manager,2022-06-22,2023-08-16,8,3.91,Accepted
556,49102430372,F,0,4382.31,3892.55,Higher education,Rented apartment,Manager,2022-06-22,2023-06-17,1,3.18,Accepted
557,84060591192,F,2,5863.71,7066.72,Higher education,Rented apartment,Self-employed,2022-06-22,2022-12-19,5,5.24,Accepted
558,55021571643,M,1,3462.41,12026.7,Higher education,Rented apartment,Laborer,2022-06-22,2023-06-17,2,3.47,Accepted
559,54052861607,M,4,12962.69,5362.94,Incomplete higher education,Owned house,Self-employed,2022-06-22,2023-04-18,3,3.69,Accepted
560,69061054617,F,4,11090.09,13271.79,Incomplete higher education,Rented apartment,Manager,2022-06-29,2024-01-20,14,6.73,Rejected
561,55031413955,M,4,5148.9,13543.07,Higher education,Owned house,Manager,2022-06-29,2023-10-22,11,3.51,Accepted
562,87052010339,M,2,13326.57,12805.84,Incomplete higher education,Living with parents,Laborer,2022-06-29,2024-06-18,9,5.07,Accepted
563,81090930862,M,3,11308.93,17200.86,Higher education,Rented apartment,Self-employed,2022-06-29,2023-01-25,3,4.01,Accepted
564,70042595497,M,4,12354.29,14138.41,Higher education,Rented apartment,Manager,2022-06-29,2023-06-24,8,2.71,Accepted
565,84060591192,F,0,14257.82,5069.51,Secondary,Living with parents,Self-employed,2022-06-29,2023-11-21,11,4.77,Accepted
566,98022049148,F,3,3654.12,10511.71,Secondary,Living with parents,Self-employed,2022-06-29,2023-12-21,0,7.18,Rejected
567,62012207192,M,0,6282.23,11885.28,Secondary,Owned house,Manager,2022-06-29,2023-07-24,7,3.85,Accepted
568,73121557098,F,2,12574.61,17551.63,Incomplete higher education,Living with parents,Self-employed,2022-06-29,2024-06-18,5,6.26,Rejected
569,85091576284,F,0,7910.64,22557.0,Secondary,Living with parents,Laborer,2022-07-06,2024-05-26,13,5.42,Accepted
570,00300515077,M,0,3896.74,28162.31,Higher education,Owned house,Manager,2022-07-06,2023-03-03,11,3.25,Accepted
571,98051297203,F,3,2222.47,2554.51,Secondary,Rented apartment,Self-employed,2022-07-06,2023-05-02,15,7.72,Rejected
572,53062707551,M,4,11442.2,14107.48,Secondary,Rented apartment,Self-employed,2022-07-06,2023-04-02,4,5.13,Accepted
573,65081376645,F,0,7946.93,13507.45,Secondary,Living with parents,Self-employed,2022-07-13,2023-05-09,15,4.97,Accepted
574,91072147403,M,1,2786.27,24786.87,Secondary,Owned house,Manager,2022-07-13,2024-03-04,4,5.52,Accepted
575,50011817748,M,0,11726.26,13620.5,Higher education,Rented apartment,Self-employed,2022-07-13,2023-06-08,0,1.73,Accepted
576,95052253514,F,1,6205.87,7790.58,Secondary,Owned house,Self-employed,2022-07-13,2023-07-08,0,5.29,Accepted
577,62081600060,F,3,8227.01,7376.04,Incomplete higher education,Rented apartment,Laborer,2022-07-13,2023-09-06,12,5.84,Accepted
578,80092588225,F,2,2046.0,2504.49,Incomplete higher education,Rented apartment,Self-employed,2022-07-13,2023-01-09,13,6.32,Rejected
579,85062042011,M,2,2643.93,20564.97,Secondary,Owned house,Manager,2022-07-13,2023-12-05,8,5.19,Accepted
580,90060108826,M,2,2617.14,26013.34,Secondary,Owned house,Self-employed,2022-07-13,2023-03-10,6,5.61,Accepted
581,84060591192,F,0,9176.53,19234.35,Incomplete higher education,Living with parents,Self-employed,2022-07-13,2024-05-03,13,5.22,Accepted
582,79121526080,F,2,12028.16,28299.03,Higher education,Rented apartment,Manager,2022-07-13,2023-11-05,10,4.72,Accepted
583,49082653304,F,4,8163.42,26608.11,Secondary,Owned house,Self-employed,2022-07-13,2023-11-05,10,6.69,Rejected
584,06272456209,F,4,2135.57,7643.76,Higher education,Owned house,Self-employed,2022-07-13,2024-03-04,0,6.91,Rejected
585,55010218323,F,1,8935.41,21953.26,Secondary,Owned house,Self-employed,2022-07-13,2023-10-06,2,5.15,Accepted
586,52021290757,F,0,2147.4,13236.08,Incomplete higher education,Living with parents,Self-employed,2022-07-20,2023-10-13,15,5.11,Accepted
587,04242129806,M,3,2364.49,4206.9,Incomplete higher education,Rented apartment,Self-employed,2022-07-20,2024-04-10,0,6.74,Rejected
588,98051297203,F,3,10760.33,1053.16,Secondary,Rented apartment,Manager,2022-07-20,2023-01-16,0,6.03,Rejected
589,52122297724,M,1,14738.71,26062.29,Secondary,Rented apartment,Laborer,2022-07-20,2023-12-12,14,2.95,Accepted
590,89061397766,F,4,11068.87,22653.62,Secondary,Living with parents,Self-employed,2022-07-20,2023-02-15,0,7.27,Rejected
591,88122040605,M,1,7724.85,6029.3,Secondary,Living with parents,Manager,2022-07-20,2024-04-10,7,4.84,Accepted
592,55021571643,F,1,8714.39,10908.53,Secondary,Living with parents,Self-employed,2022-07-20,2023-03-17,8,4.57,Accepted
593,55071054089,F,3,11474.02,2050.72,Higher education,Rented apartment,Manager,2022-07-20,2023-06-15,13,5.16,Accepted
594,82050916674,F,3,11815.98,12433.23,Secondary,Living with parents,Manager,2022-07-20,2023-07-15,0,4.85,Accepted
595,57041540549,F,1,3584.69,24746.54,Incomplete higher education,Rented apartment,Manager,2022-07-20,2023-09-13,2,6.84,Rejected
596,02250151529,F,2,6978.52,23009.11,Higher education,Living with parents,Self-employed,2022-07-27,2023-07-22,0,5.23,Accepted
597,85051410165,F,4,11769.1,13772.5,Secondary,Owned house,Manager,2022-07-27,2024-01-18,7,6.57,Rejected
598,78072047216,M,2,6126.01,2694.54,Secondary,Rented apartment,Laborer,2022-07-27,2024-02-17,8,4.02,Accepted
599,79032687228,M,3,13141.21,27092.92,Incomplete higher education,Owned house,Manager,2022-07-27,2023-07-22,15,5.1,Accepted
600,70070401069,F,1,9258.54,4177.14,Secondary,Owned house,Manager,2022-07-27,2024-01-18,1,4.66,Accepted
601,98051297203,F,3,11687.72,7922.21,Secondary,Living with parents,Laborer,2022-07-27,2024-03-18,0,6.07,Rejected
602,81012653730,M,2,7133.37,28099.46,Higher education,Living with parents,Manager,2022-07-27,2024-01-18,7,2.13,Accepted
603,96061401697,F,0,4592.16,24370.49,Secondary,Living with parents,Self-employed,2022-07-27,2023-12-19,0,6.73,Rejected
604,85062042011,M,1,2411.75,25733.12,Higher education,Rented apartment,Self-employed,2022-07-27,2023-02-22,3,2.91,Accepted
605,55021571643,F,2,14283.81,23708.54,Secondary,Living with parents,Manager,2022-07-27,2023-11-19,7,5.77,Accepted
606,85091576284,F,4,11672.06,29688.0,Higher education,Living with parents,Laborer,2022-08-03,2023-01-30,12,4.97,Accepted
607,83120412747,F,3,13360.12,20849.9,Secondary,Rented apartment,Manager,2022-08-03,2023-09-27,15,6.37,Rejected
608,76030113955,M,4,6820.88,10672.64,Secondary,Owned house,Laborer,2022-08-03,2023-05-30,7,5.34,Accepted
609,70060358225,M,2,9519.16,20689.89,Secondary,Owned house,Manager,2022-08-03,2023-11-26,0,4.37,Accepted
610,69061054617,M,2,10935.31,18953.76,Secondary,Rented apartment,Manager,2022-08-03,2023-06-29,14,2.8,Accepted
611,85122904531,F,3,12851.54,24098.81,Higher education,Rented apartment,Laborer,2022-08-03,2023-10-27,10,5.32,Accepted
612,62050795086,F,3,6196.35,4029.8,Incomplete higher education,Owned house,Laborer,2022-08-03,2023-05-30,8,5.2,Accepted
613,81012653730,M,1,2171.07,22958.63,Incomplete higher education,Rented apartment,Manager,2022-08-03,2023-03-01,7,4.5,Accepted
614,85062042011,M,4,5611.11,16350.37,Secondary,Living with parents,Self-employed,2022-08-03,2023-03-31,14,4.77,Accepted
615,06282377930,M,0,13837.29,25254.35,Higher education,Rented apartment,Self-employed,2022-08-03,2024-07-23,0,4.02,Accepted
616,98022049148,M,4,8416.41,23057.64,Higher education,Living with parents,Self-employed,2022-08-03,2024-07-23,0,4.27,Accepted
617,88122040605,M,0,6875.33,8536.04,Higher education,Owned house,Laborer,2022-08-03,2023-11-26,13,2.76,Accepted
618,49082653304,M,4,14173.16,23050.81,Secondary,Rented apartment,Manager,2022-08-03,2024-06-23,13,4.99,Accepted
619,94112976123,F,1,4865.77,16489.14,Incomplete higher education,Living with parents,Self-employed,2022-08-10,2023-12-03,8,5.99,Accepted
620,74032012341,M,2,6132.32,19964.78,Higher education,Owned house,Laborer,2022-08-10,2024-05-01,5,3.47,Accepted
621,64120916979,M,2,6209.81,12965.25,Secondary,Living with parents,Laborer,2022-08-10,2023-07-06,0,3.11,Accepted
622,56101750002,M,3,2394.88,12505.99,Incomplete higher education,Owned house,Laborer,2022-08-10,2023-06-06,15,4.54,Accepted
623,84060591192,M,4,9352.85,25776.33,Secondary,Owned house,Self-employed,2022-08-10,2023-10-04,5,4.43,Accepted
624,79121526080,F,2,7640.63,27221.97,Higher education,Rented apartment,Self-employed,2022-08-10,2023-10-04,3,5.1,Accepted
625,71111368206,F,2,11313.43,25471.85,Secondary,Living with parents,Self-employed,2022-08-10,2024-07-30,9,5.51,Accepted
626,69110966434,F,3,12598.64,20960.96,Incomplete higher education,Living with parents,Self-employed,2022-08-17,2023-12-10,13,6.38,Rejected
627,03231529813,F,3,4363.95,13430.16,Secondary,Owned house,Laborer,2022-08-17,2023-07-13,7,6.86,Rejected
628,94112976123,F,3,5929.56,27516.64,Secondary,Living with parents,Self-employed,2022-08-17,2023-11-10,7,7.0,Rejected
629,55010441008,F,0,11418.6,6146.54,Higher education,Owned house,Laborer,2022-08-17,2023-09-11,9,3.37,Accepted
630,85062042011,F,1,9955.21,23208.89,Incomplete higher education,Owned house,Laborer,2022-08-17,2023-05-14,4,6.34,Rejected
631,55071054089,F,1,8603.57,15286.84,Incomplete higher education,Living with parents,Self-employed,2022-08-17,2023-05-14,7,5.62,Accepted
632,54013129468,M,4,10041.53,2588.91,Secondary,Owned house,Laborer,2022-08-17,2023-12-10,6,5.3,Accepted
633,53062707551,M,1,7014.87,18834.37,Incomplete higher education,Living with parents,Laborer,2022-08-17,2023-08-12,15,3.92,Accepted
634,71111368206,F,3,12245.03,20661.44,Incomplete higher education,Rented apartment,Manager,2022-08-17,2023-03-15,10,5.09,Accepted
635,69110966434,F,1,6486.7,10977.09,Secondary,Owned house,Laborer,2022-08-24,2024-08-13,14,6.03,Rejected
636,03231529813,F,2,14844.15,7146.15,Incomplete higher education,Rented apartment,Manager,2022-08-24,2023-05-21,0,5.99,Accepted
637,00300710157,M,3,12216.1,22120.97,Incomplete higher education,Owned house,Manager,2022-08-24,2023-06-20,0,5.41,Accepted
638,97082451067,M,3,9017.27,13720.31,Higher education,Living with parents,Self-employed,2022-08-24,2024-06-14,0,2.76,Accepted
639,65032060200,M,0,5400.38,13476.38,Secondary,Living with parents,Manager,2022-08-24,2024-06-14,0,3.54,Accepted
640,04242129806,F,1,4521.26,7869.89,Incomplete higher education,Owned house,Laborer,2022-08-24,2024-08-13,0,6.05,Rejected
641,80092588225,M,4,8715.84,23341.49,Secondary,Living with parents,Laborer,2022-08-24,2024-08-13,11,3.68,Accepted
642,71111822291,F,3,6580.75,7813.95,Incomplete higher education,Living with parents,Laborer,2022-08-24,2023-07-20,3,4.9,Accepted
643,06282377930,M,4,5462.18,23817.87,Higher education,Rented apartment,Self-employed,2022-08-24,2023-04-21,0,4.17,Accepted
644,55071054089,F,2,12606.34,27500.96,Secondary,Living with parents,Self-employed,2022-08-24,2023-09-18,6,6.18,Rejected
645,54013129468,M,3,9100.97,14610.6,Higher education,Owned house,Self-employed,2022-08-24,2023-07-20,9,2.56,Accepted
646,54052861607,F,1,10009.39,3791.13,Incomplete higher education,Rented apartment,Laborer,2022-08-24,2024-06-14,14,6.14,Rejected
647,94112548655,F,3,13313.85,10684.36,Incomplete higher education,Owned house,Self-employed,2022-08-31,2024-06-21,0,5.53,Accepted
648,71102361255,F,4,7499.77,1940.25,Incomplete higher education,Living with parents,Self-employed,2022-08-31,2023-11-24,6,6.54,Rejected
649,04242129806,F,0,7345.38,3700.68,Higher education,Owned house,Laborer,2022-08-31,2023-02-27,0,5.86,Accepted
650,93042658998,F,3,4623.88,29629.05,Higher education,Living with parents,Laborer,2022-08-31,2023-06-27,1,5.64,Accepted
651,79121526080,F,3,7569.92,24481.05,Incomplete higher education,Living with parents,Self-employed,2022-08-31,2024-03-23,11,5.88,Accepted
652,78020537581,M,4,13668.44,8822.42,Incomplete higher education,Living with parents,Self-employed,2022-09-07,2023-07-04,2,4.58,Accepted
