Q_ID,CL_ID,CL_GENDER,CL_CHILDREN,CL_M_INCOME,DES_CRED_VAL,CL_EDU,CL_HOUSE_SIT,CL_OCCUPATION,Q_DATE,CR_RET_DATE,E_ASSIST,RISK_CALC,CR_DECISION
897,98052233694,M,1,13189.42,5420.26,Incomplete higher education,Owned house,Manager,2023-03-22,2024-09-12,0,5.19,Accepted
898,72100136874,F,4,5417.12,7432.17,Incomplete higher education,Living with parents,Self-employed,2023-03-22,2024-12-11,0,5.32,Accepted
899,99070503534,M,4,4403.9,4088.74,Secondary,Owned house,Laborer,2023-03-22,2024-04-15,0,5.16,Accepted
900,70070850929,M,3,4897.79,28167.98,Incomplete higher education,Owned house,Self-employed,2023-03-22,2025-02-09,1,5.37,Accepted
901,65110365888,F,3,5189.2,11171.78,Secondary,Owned house,Manager,2023-03-22,2025-02-09,0,5.57,Accepted
902,85032189621,F,3,6375.05,2971.39,Higher education,Owned house,Manager,2023-03-22,2023-10-18,5,4.09,Accepted
903,79031550799,F,2,5783.16,23425.22,Higher education,Living with parents,Self-employed,2023-03-22,2024-03-16,0,4.67,Accepted
904,03320893255,F,4,11580.66,10083.91,Higher education,Owned house,Laborer,2023-03-22,2024-02-15,0,6.17,Rejected
905,67082424923,F,1,12745.75,4689.66,Higher education,Owned house,Self-employed,2023-03-22,2024-11-11,2,3.81,Accepted
906,77040305122,M,1,5964.09,9760.16,Higher education,Owned house,Self-employed,2023-03-22,2024-01-16,6,3.31,Accepted
907,89042696033,M,1,8218.8,28631.1,Higher education,Rented apartment,Manager,2023-03-22,2023-10-18,6,2.95,Accepted
908,88053050299,F,1,9358.28,10056.4,Higher education,Owned house,Laborer,2023-03-29,2024-06-21,0,4.33,Accepted
909,49051037293,M,0,3641.84,24331.47,Higher education,Rented apartment,Laborer,2023-03-29,2025-03-18,2,2.57,Accepted
910,98082920521,M,0,11313.02,27437.53,Higher education,Owned house,Manager,2023-03-29,2023-11-24,3,2.83,Accepted
911,70070850929,M,3,5418.9,5514.3,Higher education,Rented apartment,Self-employed,2023-03-29,2024-11-18,0,3.29,Accepted
912,03260473046,F,2,4494.68,27716.54,Higher education,Living with parents,Self-employed,2023-03-29,2024-07-21,0,6.05,Rejected
913,58070486357,F,1,11722.43,27067.92,Higher education,Rented apartment,Laborer,2023-03-29,2023-12-24,2,3.42,Accepted
914,85022542523,M,1,5226.43,9885.6,Secondary,Rented apartment,Manager,2023-03-29,2025-01-17,7,4.67,Accepted
915,03320893255,M,3,12039.0,7890.56,Secondary,Owned house,Manager,2023-03-29,2023-10-25,0,4.75,Accepted
916,72062818713,F,1,3759.65,5495.43,Incomplete higher education,Rented apartment,Manager,2023-03-29,2024-03-23,2,5.39,Accepted
917,58122542971,F,0,8881.69,3144.25,Higher education,Rented apartment,Laborer,2023-03-29,2024-07-21,7,3.39,Accepted
918,88032341309,M,4,14144.05,22000.86,Incomplete higher education,Owned house,Manager,2023-03-29,2024-06-21,0,5.0,Accepted
919,76122751168,F,4,11433.82,27279.71,Secondary,Rented apartment,Laborer,2023-03-29,2025-01-17,0,6.76,Rejected
920,91040549896,M,0,12148.49,7454.41,Secondary,Rented apartment,Manager,2023-03-29,2023-12-24,7,3.57,Accepted
921,65070882017,F,3,2188.42,28018.76,Higher education,Living with parents,Self-employed,2023-04-05,2024-10-26,3,4.42,Accepted
922,53071728743,M,1,9374.65,21932.37,Higher education,Owned house,Manager,2023-04-05,2025-03-25,5,3.19,Accepted
923,98082920521,F,1,13595.33,9878.49,Incomplete higher education,Rented apartment,Manager,2023-04-05,2024-06-28,0,5.15,Accepted
924,70070850929,M,1,8538.04,26255.5,Secondary,Owned house,Laborer,2023-04-05,2023-11-01,6,4.24,Accepted
925,87092733324,F,1,9513.32,19887.98,Higher education,Owned house,Laborer,2023-04-05,2024-12-25,0,5.03,Accepted
926,02213031967,F,0,5135.97,15759.23,Secondary,Owned house,Laborer,2023-04-05,2023-11-01,0,5.69,Accepted
927,96031852314,M,0,3542.7,1156.97,Secondary,Rented apartment,Laborer,2023-04-05,2024-09-26,7,4.14,Accepted
928,76040656560,F,4,4476.98,11636.2,Secondary,Rented apartment,Self-employed,2023-04-12,2024-07-05,5,6.12,Rejected
929,56051168514,M,1,6004.48,22148.13,Secondary,Living with parents,Self-employed,2023-04-12,2024-09-03,3,4.44,Accepted
930,50102106818,M,3,14071.67,14912.2,Incomplete higher education,Living with parents,Laborer,2023-04-12,2023-12-08,1,3.57,Accepted
931,67102756094,F,2,6723.47,22884.24,Incomplete higher education,Living with parents,Laborer,2023-04-12,2024-07-05,1,5.83,Accepted
932,92021262474,F,2,14878.79,22530.95,Secondary,Living with parents,Self-employed,2023-04-12,2024-05-06,5,6.25,Rejected
933,98052233694,M,3,13505.25,17264.81,Higher education,Living with parents,Self-employed,2023-04-12,2023-11-08,0,4.31,Accepted
934,59040538996,F,2,12048.52,18391.79,Higher education,Rented apartment,Self-employed,2023-04-12,2024-12-02,3,4.67,Accepted
935,58042429527,F,4,2772.72,20302.36,Secondary,Owned house,Laborer,2023-04-12,2024-05-06,3,6.7,Rejected
936,81101448297,M,3,3514.44,13609.41,Higher education,Living with parents,Manager,2023-04-12,2024-11-02,7,3.73,Accepted
937,79031550799,M,2,14227.26,14389.4,Secondary,Owned house,Self-employed,2023-04-12,2024-10-03,4,3.74,Accepted
938,99120834581,M,4,4302.52,5084.74,Incomplete higher education,Living with parents,Manager,2023-04-12,2024-06-05,0,5.27,Accepted
939,05303184672,F,4,12821.6,7632.81,Secondary,Living with parents,Self-employed,2023-04-12,2024-12-02,0,6.64,Rejected
940,91040973877,M,0,9899.96,20103.42,Higher education,Owned house,Manager,2023-04-12,2024-08-04,1,2.39,Accepted
941,51031167016,F,1,9186.62,9369.36,Incomplete higher education,Living with parents,Manager,2023-04-12,2025-01-31,1,6.62,Rejected
942,70081744997,F,1,14368.07,19939.75,Higher education,Living with parents,Self-employed,2023-04-12,2023-11-08,3,3.27,Accepted
943,70031638983,F,3,2818.1,20112.3,Incomplete higher education,Living with parents,Manager,2023-04-19,2025-01-08,0,5.2,Accepted
944,73060555366,F,4,9152.43,16600.03,Incomplete higher education,Living with parents,Manager,2023-04-19,2024-12-09,0,6.31,Rejected
945,84060673703,M,0,2327.01,29693.9,Incomplete higher education,Owned house,Self-employed,2023-04-19,2024-11-09,6,3.56,Accepted
946,65122618829,F,2,7514.57,12211.65,Secondary,Living with parents,Laborer,2023-04-19,2024-04-13,2,6.22,Rejected
947,61091519319,M,0,6027.16,14297.27,Incomplete higher education,Rented apartment,Laborer,2023-04-19,2024-04-13,5,3.86,Accepted
948,06271677108,M,4,2209.63,2588.03,Higher education,Living with parents,Manager,2023-04-19,2024-12-09,0,5.63,Accepted
949,89042696033,M,2,10615.32,28767.18,Secondary,Owned house,Self-employed,2023-04-19,2024-01-14,0,3.74,Accepted
950,02213031967,M,2,14517.86,11928.47,Higher education,Rented apartment,Self-employed,2023-04-19,2024-06-12,0,4.68,Accepted
951,50102106818,M,4,5949.28,7135.8,Secondary,Rented apartment,Manager,2023-04-26,2023-11-22,3,5.67,Accepted
952,71052329102,F,3,5261.7,26709.84,Incomplete higher education,Living with parents,Manager,2023-04-26,2023-11-22,1,6.73,Rejected
953,67102756094,F,3,14922.82,19156.74,Secondary,Rented apartment,Manager,2023-04-26,2023-10-23,6,4.96,Accepted
954,70031638983,M,4,11525.27,3194.34,Higher education,Owned house,Self-employed,2023-04-26,2025-02-14,4,2.51,Accepted
955,49051037293,F,0,3224.47,18315.86,Secondary,Owned house,Manager,2023-04-26,2024-07-19,1,5.54,Accepted
956,93011532777,F,0,8898.46,17351.23,Incomplete higher education,Owned house,Laborer,2023-04-26,2024-02-20,0,6.51,Rejected
957,81101448297,F,3,12449.99,14656.7,Secondary,Living with parents,Laborer,2023-04-26,2025-02-14,0,4.69,Accepted
958,60061246707,F,3,12850.22,24349.29,Incomplete higher education,Owned house,Manager,2023-04-26,2024-12-16,2,6.4,Rejected
959,90022651923,M,1,2186.83,19920.32,Secondary,Owned house,Self-employed,2023-04-26,2024-02-20,6,4.14,Accepted
960,66082425995,F,2,13987.33,9691.8,Secondary,Owned house,Laborer,2023-04-26,2025-03-16,1,5.13,Accepted
961,92091956796,M,3,6087.27,17299.78,Secondary,Living with parents,Manager,2023-04-26,2024-04-20,2,5.82,Accepted
962,71012885096,M,3,2716.84,19538.36,Secondary,Living with parents,Laborer,2023-04-26,2023-10-23,3,3.56,Accepted
963,76122751168,F,1,6983.56,25214.83,Incomplete higher education,Owned house,Laborer,2023-04-26,2023-12-22,2,5.07,Accepted
964,58020426094,F,2,10878.64,12470.58,Secondary,Owned house,Manager,2023-05-03,2023-11-29,3,5.74,Accepted
965,83041878777,F,2,9127.87,17243.86,Incomplete higher education,Owned house,Laborer,2023-05-03,2024-01-28,0,5.39,Accepted
966,67102756094,F,1,10855.23,2762.2,Secondary,Living with parents,Self-employed,2023-05-03,2023-10-30,3,5.42,Accepted
967,56111131979,M,4,5767.6,21580.12,Higher education,Owned house,Self-employed,2023-05-03,2025-03-23,6,4.19,Accepted
968,73060555366,F,4,7736.42,26992.52,Secondary,Living with parents,Manager,2023-05-03,2025-01-22,0,5.69,Accepted
969,81101448297,F,2,14953.49,17692.77,Incomplete higher education,Owned house,Manager,2023-05-03,2024-06-26,0,4.69,Accepted
970,65122618829,M,2,11795.17,20416.75,Higher education,Living with parents,Manager,2023-05-03,2023-11-29,0,2.34,Accepted
971,61091519319,F,2,2396.09,10623.12,Higher education,Owned house,Laborer,2023-05-03,2023-12-29,3,3.54,Accepted
972,58122002814,M,3,10911.47,6137.16,Higher education,Living with parents,Self-employed,2023-05-03,2024-04-27,2,2.25,Accepted
973,03320893255,F,4,6473.12,16888.68,Incomplete higher education,Living with parents,Laborer,2023-05-03,2025-01-22,0,6.68,Rejected
974,90022651923,F,1,7721.42,5620.87,Higher education,Living with parents,Self-employed,2023-05-03,2024-04-27,2,5.77,Accepted
975,77040305122,F,2,11541.51,10262.34,Secondary,Rented apartment,Self-employed,2023-05-03,2024-02-27,0,6.16,Rejected
976,56051168514,F,0,6766.84,21795.78,Incomplete higher education,Living with parents,Laborer,2023-05-10,2025-03-30,7,4.64,Accepted
977,97040317055,F,1,6270.2,21248.18,Higher education,Owned house,Manager,2023-05-10,2023-11-06,0,5.41,Accepted
978,92050170712,F,4,11769.05,26884.21,Incomplete higher education,Owned house,Manager,2023-05-10,2024-05-04,0,6.11,Rejected
979,89021623793,M,0,7928.68,3107.82,Incomplete higher education,Rented apartment,Self-employed,2023-05-10,2025-01-29,4,3.37,Accepted
980,72100136874,M,2,13867.66,18335.2,Higher education,Owned house,Laborer,2023-05-10,2025-04-29,1,2.09,Accepted
981,58042429527,F,3,10725.4,14314.42,Higher education,Rented apartment,Laborer,2023-05-10,2024-11-30,2,4.82,Accepted
982,64020831292,M,3,7538.47,18381.3,Higher education,Owned house,Laborer,2023-05-10,2024-06-03,4,2.94,Accepted
983,84060673703,F,2,10692.85,4106.98,Incomplete higher education,Rented apartment,Self-employed,2023-05-10,2023-11-06,0,6.03,Rejected
984,88032341309,M,3,5854.0,25107.59,Incomplete higher education,Owned house,Self-employed,2023-05-10,2024-05-04,0,4.6,Accepted
985,92091956796,M,1,13643.2,23926.02,Incomplete higher education,Living with parents,Laborer,2023-05-10,2025-01-29,0,4.79,Accepted
986,01312587885,M,0,4744.18,13113.81,Higher education,Owned house,Manager,2023-05-10,2024-06-03,0,3.48,Accepted
987,72061926062,M,1,9774.51,27800.07,Higher education,Rented apartment,Self-employed,2023-05-17,2024-04-11,5,3.35,Accepted
988,03260473046,F,1,7259.63,24194.41,Higher education,Rented apartment,Self-employed,2023-05-17,2024-03-12,0,5.63,Accepted
989,58070486357,F,3,5651.98,14721.49,Secondary,Rented apartment,Self-employed,2023-05-17,2024-06-10,2,5.7,Accepted
990,50102106818,M,0,10612.5,17393.2,Incomplete higher education,Owned house,Manager,2023-05-24,2024-04-18,2,4.12,Accepted
991,59061235399,F,2,12735.16,17914.04,Incomplete higher education,Rented apartment,Self-employed,2023-05-24,2024-10-15,2,4.54,Accepted
992,72061926062,F,2,7082.36,20142.52,Secondary,Owned house,Self-employed,2023-05-24,2024-03-19,0,5.24,Accepted
993,49051037293,F,1,12620.74,16874.64,Secondary,Rented apartment,Manager,2023-05-24,2024-02-18,6,5.32,Accepted
994,72100136874,F,2,12651.22,28412.81,Incomplete higher education,Living with parents,Self-employed,2023-05-24,2024-12-14,2,5.92,Accepted
995,58072450512,F,4,5524.69,22023.17,Higher education,Living with parents,Laborer,2023-05-24,2024-06-17,6,5.32,Accepted
996,72052331932,F,1,10649.54,1468.29,Incomplete higher education,Owned house,Self-employed,2023-05-24,2024-04-18,6,4.38,Accepted
997,58122542971,M,1,9473.23,4276.16,Secondary,Living with parents,Laborer,2023-05-24,2024-02-18,7,4.28,Accepted
998,92091956796,F,0,11045.1,2326.42,Higher education,Rented apartment,Manager,2023-05-24,2024-02-18,1,4.84,Accepted
999,77040305122,M,1,7159.38,23188.86,Incomplete higher education,Living with parents,Manager,2023-05-24,2023-12-20,0,3.63,Accepted
1000,89042696033,M,1,3887.58,20605.77,Secondary,Rented apartment,Self-employed,2023-05-24,2024-06-17,6,4.56,Accepted
1001,97040317055,M,2,7029.22,4641.12,Incomplete higher education,Owned house,Laborer,2023-05-31,2024-01-26,0,5.28,Accepted
1002,92050170712,M,1,12616.18,5312.21,Higher education,Owned house,Self-employed,2023-05-31,2024-06-24,0,4.02,Accepted
1003,50102106818,F,1,12880.41,1974.25,Secondary,Rented apartment,Self-employed,2023-05-31,2025-05-20,6,4.5,Accepted
1004,91030269598,M,1,14103.41,19898.57,Incomplete higher education,Owned house,Self-employed,2023-05-31,2023-11-27,2,4.32,Accepted
1005,85032189621,F,3,13428.45,4044.03,Secondary,Owned house,Manager,2023-05-31,2024-09-22,3,4.95,Accepted
1006,96032273201,F,1,5296.9,10855.76,Incomplete higher education,Living with parents,Laborer,2023-05-31,2023-11-27,0,5.91,Accepted
1007,99120512716,M,0,10050.35,10224.19,Secondary,Owned house,Manager,2023-05-31,2024-01-26,0,5.37,Accepted
1008,65122618829,M,4,8888.7,24357.64,Secondary,Living with parents,Laborer,2023-05-31,2025-04-20,2,4.26,Accepted
1009,58070486357,F,2,13772.79,9421.82,Secondary,Rented apartment,Manager,2023-05-31,2024-04-25,4,4.95,Accepted
1010,99120834581,F,3,3327.76,13225.55,Secondary,Living with parents,Laborer,2023-05-31,2024-07-24,0,8.06,Rejected
1011,61091519319,M,1,5726.7,10840.81,Higher education,Living with parents,Manager,2023-05-31,2024-10-22,4,1.63,Accepted
1012,03320893255,F,0,7482.18,19819.43,Incomplete higher education,Living with parents,Manager,2023-05-31,2024-10-22,0,6.14,Rejected
1013,91041803526,M,1,14012.9,21948.36,Higher education,Living with parents,Self-employed,2023-05-31,2024-06-24,0,3.29,Accepted
1014,96031852314,F,2,6781.81,9848.13,Incomplete higher education,Owned house,Manager,2023-05-31,2025-03-21,0,5.78,Accepted
1015,53022168473,M,2,12331.64,2837.98,Higher education,Rented apartment,Laborer,2023-06-07,2025-05-27,3,3.5,Accepted
1016,53050435057,F,2,11278.17,9531.62,Higher education,Living with parents,Laborer,2023-06-07,2023-12-04,0,3.63,Accepted
1017,98082920521,F,2,8583.44,2612.7,Secondary,Rented apartment,Manager,2023-06-07,2024-07-01,0,6.6,Rejected
1018,52080256464,F,0,11028.99,18504.49,Incomplete higher education,Rented apartment,Self-employed,2023-06-07,2025-03-28,4,4.25,Accepted
1019,99042334666,M,1,12191.02,17068.04,Higher education,Owned house,Laborer,2023-06-07,2024-08-30,0,2.96,Accepted
1020,58122002814,M,0,11114.6,15847.34,Higher education,Living with parents,Manager,2023-06-07,2024-06-01,3,2.57,Accepted
1021,56111621589,F,4,10722.4,21060.4,Higher education,Rented apartment,Self-employed,2023-06-07,2024-09-29,5,5.08,Accepted
1022,60030863756,M,1,9654.5,2029.74,Secondary,Living with parents,Self-employed,2023-06-07,2024-04-02,4,3.76,Accepted
1023,91041803526,M,3,4293.6,27763.29,Secondary,Owned house,Manager,2023-06-07,2023-12-04,0,5.8,Accepted
1024,51031167016,M,2,14212.61,28540.23,Incomplete higher education,Rented apartment,Manager,2023-06-07,2024-07-01,3,5.19,Accepted
1025,96031852314,M,3,5600.96,7893.51,Secondary,Living with parents,Manager,2023-06-07,2024-07-31,0,4.8,Accepted
1026,56051168514,F,2,6592.53,5045.03,Secondary,Living with parents,Laborer,2023-06-14,2025-06-03,3,6.85,Rejected
1027,71052329102,M,3,9064.24,12992.55,Secondary,Rented apartment,Self-employed,2023-06-14,2025-03-05,0,3.6,Accepted
1028,82111204223,M,4,12237.63,13497.23,Incomplete higher education,Living with parents,Manager,2023-06-14,2023-12-11,3,4.8,Accepted
1029,91030269598,F,4,2838.2,18972.84,Secondary,Rented apartment,Laborer,2023-06-14,2025-03-05,5,7.05,Rejected
1030,90102143226,M,3,12692.02,3846.8,Secondary,Living with parents,Manager,2023-06-14,2024-09-06,3,4.25,Accepted
1031,58070486357,F,2,2902.32,3531.03,Secondary,Living with parents,Manager,2023-06-14,2025-05-04,7,6.74,Rejected
1032,91041803526,F,0,7748.38,26695.95,Incomplete higher education,Living with parents,Laborer,2023-06-14,2024-05-09,1,6.59,Rejected
1033,92091956796,M,2,5304.05,13439.86,Incomplete higher education,Owned house,Self-employed,2023-06-14,2024-01-10,5,5.5,Accepted
1034,01312587885,M,0,4823.65,4636.78,Incomplete higher education,Rented apartment,Manager,2023-06-14,2024-09-06,6,5.43,Accepted
1035,97040317055,F,0,14985.53,27040.75,Incomplete higher education,Owned house,Manager,2023-06-21,2023-12-18,0,6.15,Rejected
1036,71052329102,F,4,10565.71,29261.41,Higher education,Rented apartment,Self-employed,2023-06-21,2024-03-17,6,4.96,Accepted
1037,95103138648,M,1,5465.44,21540.71,Secondary,Rented apartment,Self-employed,2023-06-21,2025-01-11,0,4.01,Accepted
1038,72100136874,M,3,12198.9,27366.9,Higher education,Owned house,Laborer,2023-06-21,2023-12-18,0,2.83,Accepted
1039,85032189621,F,4,8958.68,3253.5,Secondary,Living with parents,Self-employed,2023-06-21,2024-01-17,0,5.48,Accepted
1040,58070486357,M,3,7214.68,18617.26,Secondary,Living with parents,Self-employed,2023-06-21,2025-06-10,5,3.96,Accepted
1041,51031311324,F,3,10303.61,1149.89,Incomplete higher education,Living with parents,Manager,2023-06-21,2025-06-10,1,6.84,Rejected
1042,91040973877,M,1,8126.02,17812.84,Secondary,Rented apartment,Self-employed,2023-06-21,2023-12-18,0,5.38,Accepted
1043,59102659263,M,4,9962.18,18618.87,Incomplete higher education,Owned house,Self-employed,2023-06-21,2025-01-11,1,4.69,Accepted
1044,83041878777,M,2,8888.16,21565.59,Incomplete higher education,Rented apartment,Manager,2023-06-28,2024-01-24,2,5.08,Accepted
1045,67102756094,F,1,6894.34,19751.32,Secondary,Owned house,Self-employed,2023-06-28,2024-09-20,5,5.63,Accepted
1046,60010878563,F,4,3855.33,3939.65,Secondary,Rented apartment,Laborer,2023-06-28,2024-01-24,7,6.29,Rejected
1047,93060411492,M,1,12525.3,28450.39,Secondary,Living with parents,Manager,2023-06-28,2024-07-22,4,4.8,Accepted
1048,93011532777,M,1,5027.14,8364.81,Higher education,Owned house,Laborer,2023-06-28,2024-05-23,2,4.09,Accepted
1049,99070503534,F,2,7098.11,14285.48,Secondary,Rented apartment,Self-employed,2023-06-28,2025-01-18,0,7.59,Rejected
1050,03320893255,F,0,11178.24,20812.89,Secondary,Owned house,Laborer,2023-06-28,2024-06-22,0,6.9,Rejected
1051,77101059704,F,1,5005.67,18099.08,Incomplete higher education,Rented apartment,Laborer,2023-06-28,2024-01-24,4,5.08,Accepted
1052,01312587885,M,0,8653.18,9976.6,Secondary,Living with parents,Laborer,2023-06-28,2025-06-17,6,5.31,Accepted
1053,76040656560,F,1,8139.9,21853.17,Higher education,Rented apartment,Laborer,2023-07-05,2025-06-24,4,3.97,Accepted
1054,97122667659,F,4,5949.69,3631.36,Secondary,Living with parents,Self-employed,2023-07-05,2024-12-26,0,6.64,Rejected
1055,71052329102,F,3,5158.89,18511.83,Secondary,Owned house,Self-employed,2023-07-05,2024-03-31,2,5.31,Accepted
1056,49051037293,M,1,10020.88,24908.3,Higher education,Owned house,Manager,2023-07-05,2025-06-24,1,3.04,Accepted
1057,84042384911,F,1,9992.31,24791.78,Secondary,Living with parents,Self-employed,2023-07-05,2024-04-30,0,5.58,Accepted
1058,93011532777,M,3,8924.68,1888.45,Higher education,Rented apartment,Manager,2023-07-05,2024-06-29,7,3.85,Accepted
1059,99120512716,F,0,10028.17,28335.3,Incomplete higher education,Rented apartment,Laborer,2023-07-05,2024-09-27,0,6.35,Rejected
1060,03260473046,M,0,2410.36,21887.83,Incomplete higher education,Owned house,Manager,2023-07-05,2025-04-25,0,5.4,Accepted
1061,58072450512,M,0,10923.56,27316.11,Secondary,Living with parents,Self-employed,2023-07-05,2024-12-26,7,2.52,Accepted
1062,91040973877,F,4,11681.43,15862.01,Incomplete higher education,Owned house,Self-employed,2023-07-05,2025-06-24,0,5.78,Accepted
1063,70081744997,F,2,4107.85,3181.91,Incomplete higher education,Living with parents,Manager,2023-07-05,2024-01-01,6,5.38,Accepted
1064,88032341309,F,1,5980.8,20440.99,Incomplete higher education,Owned house,Self-employed,2023-07-05,2024-06-29,1,6.26,Rejected
1065,59102659263,F,0,9866.05,11887.72,Incomplete higher education,Living with parents,Laborer,2023-07-05,2024-06-29,4,5.76,Accepted
1066,56051168514,F,0,8567.93,23440.66,Incomplete higher education,Rented apartment,Laborer,2023-07-12,2025-05-02,4,5.32,Accepted
1067,97040317055,M,1,8373.73,26546.1,Secondary,Owned house,Manager,2023-07-12,2024-11-03,0,3.95,Accepted
1068,81110250227,F,3,9587.79,25578.9,Incomplete higher education,Living with parents,Self-employed,2023-07-12,2025-01-02,4,5.51,Accepted
1069,98082920521,M,0,11051.63,24643.29,Higher education,Rented apartment,Laborer,2023-07-12,2024-11-03,0,2.32,Accepted
1070,65122618829,M,4,4663.32,14314.57,Secondary,Rented apartment,Manager,2023-07-12,2025-05-02,0,4.63,Accepted
1071,72052331932,M,3,6261.4,8174.21,Secondary,Rented apartment,Self-employed,2023-07-12,2025-05-02,6,4.54,Accepted
1072,60061246707,F,3,3005.45,26714.81,Incomplete higher education,Rented apartment,Laborer,2023-07-12,2024-06-06,0,6.54,Rejected
1073,58122542971,M,0,6055.1,21636.08,Secondary,Living with parents,Self-employed,2023-07-12,2024-05-07,3,3.88,Accepted
1074,71012885096,F,2,14328.91,14067.04,Secondary,Owned house,Self-employed,2023-07-12,2025-06-01,5,4.92,Accepted
1075,02213031967,M,2,7687.83,27349.48,Secondary,Rented apartment,Laborer,2023-07-12,2025-05-02,0,5.94,Accepted
1076,65070882017,F,0,2605.18,16619.48,Secondary,Living with parents,Self-employed,2023-07-19,2025-02-08,6,4.81,Accepted
1077,97122667659,M,0,13646.88,4579.83,Incomplete higher education,Rented apartment,Manager,2023-07-19,2025-01-09,0,3.29,Accepted
1078,61051193413,F,4,10022.01,23150.19,Secondary,Owned house,Laborer,2023-07-19,2024-04-14,6,6.19,Rejected
1079,84042384911,M,0,5602.41,11158.88,Secondary,Living with parents,Laborer,2023-07-19,2024-04-14,0,4.4,Accepted
1080,93060411492,F,1,11735.56,9853.3,Secondary,Owned house,Self-employed,2023-07-19,2024-10-11,1,6.84,Rejected
1081,98082920521,M,0,6877.27,16904.12,Secondary,Living with parents,Laborer,2023-07-19,2024-02-14,0,4.74,Accepted
1082,52080256464,F,4,7918.54,11570.23,Secondary,Rented apartment,Manager,2023-07-19,2025-01-09,6,6.91,Rejected
1083,99042334666,M,3,2973.78,6572.11,Secondary,Owned house,Manager,2023-07-19,2024-02-14,0,6.21,Rejected
1084,64020831292,F,0,8073.8,9659.9,Incomplete higher education,Rented apartment,Manager,2023-07-19,2024-09-11,2,5.9,Accepted
1085,01311928834,F,4,11452.21,18870.4,Higher education,Owned house,Laborer,2023-07-19,2024-12-10,0,5.81,Accepted
1086,76070520623,M,3,11252.61,10482.8,Incomplete higher education,Owned house,Laborer,2023-07-19,2025-02-08,4,3.59,Accepted
1087,65122618829,M,2,2805.64,7966.34,Secondary,Owned house,Self-employed,2023-07-19,2024-06-13,7,4.18,Accepted
1088,85022542523,M,2,11297.46,29622.68,Higher education,Living with parents,Manager,2023-07-19,2025-02-08,3,2.63,Accepted
1089,60061246707,M,4,6081.52,9293.31,Secondary,Living with parents,Self-employed,2023-07-19,2024-04-14,1,3.58,Accepted
1090,02281190300,M,0,4312.49,17244.9,Higher education,Living with parents,Self-employed,2023-07-26,2024-02-21,0,3.38,Accepted
1091,59061235399,M,1,12946.84,16684.22,Incomplete higher education,Rented apartment,Laborer,2023-07-26,2025-03-17,4,4.39,Accepted
1092,99070503534,F,4,3159.5,15224.33,Higher education,Rented apartment,Self-employed,2023-07-26,2024-08-19,0,6.42,Rejected
1093,65110365888,F,1,7763.48,10191.48,Secondary,Living with parents,Self-employed,2023-07-26,2024-10-18,0,5.8,Accepted
1094,72052331932,F,4,6333.52,22269.03,Secondary,Rented apartment,Laborer,2023-07-26,2025-01-16,6,5.04,Accepted
1095,60061246707,M,1,8752.15,5297.65,Incomplete higher education,Rented apartment,Laborer,2023-07-26,2024-04-21,2,4.02,Accepted
1096,05303184672,M,0,13895.78,10230.46,Incomplete higher education,Rented apartment,Self-employed,2023-07-26,2024-04-21,0,4.84,Accepted
1097,58122002814,M,4,3901.97,23868.82,Incomplete higher education,Owned house,Laborer,2023-07-26,2024-10-18,1,5.73,Accepted
1098,91040549896,M,1,11680.01,16395.4,Secondary,Living with parents,Manager,2023-07-26,2025-01-16,1,5.4,Accepted
1099,97122667659,F,0,11836.0,3685.4,Higher education,Owned house,Laborer,2023-08-02,2025-04-23,0,4.04,Accepted
1100,84042384911,M,2,9679.54,9149.74,Incomplete higher education,Living with parents,Self-employed,2023-08-02,2024-07-27,0,4.13,Accepted
1101,70070850929,F,3,12916.14,27620.61,Higher education,Living with parents,Manager,2023-08-02,2024-04-28,6,3.45,Accepted
1102,76070520623,M,3,6060.85,8144.87,Secondary,Owned house,Self-employed,2023-08-02,2024-10-25,0,3.92,Accepted
1103,72052331932,M,2,2552.22,29816.47,Higher education,Living with parents,Manager,2023-08-02,2024-06-27,0,3.17,Accepted
1104,51031311324,M,4,9633.94,1472.23,Secondary,Owned house,Laborer,2023-08-02,2025-05-23,3,4.05,Accepted
1105,99120834581,F,4,13351.22,28503.54,Incomplete higher education,Rented apartment,Manager,2023-08-02,2025-01-23,0,6.74,Rejected
1106,02213031967,F,1,13213.98,8926.09,Higher education,Living with parents,Laborer,2023-08-02,2025-07-22,0,4.59,Accepted
1107,53022168473,M,4,9250.17,26943.2,Incomplete higher education,Owned house,Self-employed,2023-08-09,2024-11-01,2,4.95,Accepted
1108,87121517782,M,3,11912.89,2401.68,Secondary,Rented apartment,Manager,2023-08-09,2025-01-30,7,3.65,Accepted
1109,90102143226,M,3,2304.38,22565.35,Higher education,Rented apartment,Laborer,2023-08-09,2025-03-31,0,4.16,Accepted
1110,84042384911,M,4,3767.2,28805.21,Incomplete higher education,Owned house,Manager,2023-08-09,2025-05-30,0,4.07,Accepted
1111,62101403936,M,3,11737.16,5790.99,Incomplete higher education,Living with parents,Laborer,2023-08-09,2024-08-03,6,4.47,Accepted
1112,81101448297,F,4,13386.66,11522.94,Incomplete higher education,Rented apartment,Manager,2023-08-09,2024-12-31,7,5.17,Accepted
1113,86101514125,M,3,12402.47,24202.96,Higher education,Rented apartment,Laborer,2023-08-09,2024-11-01,7,3.29,Accepted
